submission_id,QUD,RT,age,comments,education,endTime,experiment_id,gender,id,languages,option1,option2,option3,option4,option5,optionLeft,optionRight,question,response,s1,s2,s3,s4,s5,startDate,startTime,text1,text2,timeSpent,trial_name,trial_number
3215,NA,NA,26,,Graduated College,1630332959168,281,female,s3,"French, German",Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Mon Aug 30 2021 16:15:33 GMT+0200 (Central European Summer Time),1630332933038,NA,NA,0.4355,sentence_customized,1
3215,NA,NA,26,,Graduated College,1630332959168,281,female,NA,"French, German",NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Mon Aug 30 2021 16:15:33 GMT+0200 (Central European Summer Time),1630332933038,NA,NA,0.4355,rating_choice,1
3215,NA,NA,26,,Graduated College,1630332959168,281,female,3,"French, German",NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,-1,NA,NA,NA,NA,NA,Mon Aug 30 2021 16:15:33 GMT+0200 (Central European Summer Time),1630332933038, <br/><br/>Approximately 60% of the other participants who agree with you on your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.4355,moral_dilemma_2A,1
3215,NA,NA,26,,Graduated College,1630332959168,281,female,s1,"French, German",Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Mon Aug 30 2021 16:15:33 GMT+0200 (Central European Summer Time),1630332933038,NA,NA,0.4355,understanding_choice,1
3215,,6152,26,,Graduated College,1630332959168,281,female,NA,"French, German",NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,5,NA,NA,NA,NA,NA,Mon Aug 30 2021 16:15:33 GMT+0200 (Central European Summer Time),1630332933038,NA,NA,0.4355,emotions_fake,1
3201,NA,NA,12,,Graduated High School,1630262346108,281,male,s1,English and Portuguese ,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Animal Products,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:14:39 GMT+0100 (BST),1630260879952,NA,NA,24.435933333333335,sentence_customized,1
3201,NA,NA,12,,Graduated High School,1630262346108,281,male,NA,English and Portuguese ,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,-3,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 29 2021 19:14:39 GMT+0100 (BST),1630260879952,NA,NA,24.435933333333335,rating_choice,1
3201,NA,NA,12,,Graduated High School,1630262346108,281,male,6,English and Portuguese ,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:14:39 GMT+0100 (BST),1630260879952, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",24.435933333333335,moral_dilemma_2A,1
3201,NA,NA,12,,Graduated High School,1630262346108,281,male,s1,English and Portuguese ,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:14:39 GMT+0100 (BST),1630260879952,NA,NA,24.435933333333335,understanding_choice,1
3201,,13647,12,,Graduated High School,1630262346108,281,male,NA,English and Portuguese ,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:14:39 GMT+0100 (BST),1630260879952,NA,NA,24.435933333333335,emotions_fake,1
3200,NA,NA,67,,Graduated College,1630259919054,281,female,s5,Portuguese,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Political Orientation,NA,NA,NA,NA,NA,Sun Aug 29 2021 18:47:36 GMT+0100 (BST),1630259256832,NA,NA,11.037033333333333,sentence_customized,1
3200,NA,NA,67,,Graduated College,1630259919054,281,female,NA,Portuguese,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+3,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 29 2021 18:47:36 GMT+0100 (BST),1630259256832,NA,NA,11.037033333333333,rating_choice,1
3200,NA,NA,67,,Graduated College,1630259919054,281,female,4,Portuguese,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+1,NA,NA,NA,NA,NA,Sun Aug 29 2021 18:47:36 GMT+0100 (BST),1630259256832, <br/><br/>60% of the other participants who agree with you on your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",11.037033333333333,moral_dilemma_2A,1
3200,NA,NA,67,,Graduated College,1630259919054,281,female,s1,Portuguese,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 29 2021 18:47:36 GMT+0100 (BST),1630259256832,NA,NA,11.037033333333333,understanding_choice,1
3200,,3498,67,,Graduated College,1630259919054,281,female,NA,Portuguese,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Sun Aug 29 2021 18:47:36 GMT+0100 (BST),1630259256832,NA,NA,11.037033333333333,emotions_fake,1
3199,NA,NA,66,,Higher Degree,1630257812243,281,male,s5,english,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Political Orientation,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:22:45 GMT+0200 (Central European Summer Time),1630257765269,NA,NA,0.7829,sentence_customized,1
3199,NA,NA,66,,Higher Degree,1630257812243,281,male,NA,english,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 29 2021 19:22:45 GMT+0200 (Central European Summer Time),1630257765269,NA,NA,0.7829,rating_choice,1
3199,NA,NA,66,,Higher Degree,1630257812243,281,male,5,english,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:22:45 GMT+0200 (Central European Summer Time),1630257765269, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to let the robber go. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.7829,moral_dilemma_2A,1
3199,NA,NA,66,,Higher Degree,1630257812243,281,male,s1,english,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:22:45 GMT+0200 (Central European Summer Time),1630257765269,NA,NA,0.7829,understanding_choice,1
3199,,6815,66,,Higher Degree,1630257812243,281,male,NA,english,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:22:45 GMT+0200 (Central European Summer Time),1630257765269,NA,NA,0.7829,emotions_fake,1
3198,NA,NA,63,,Higher Degree,1630257554557,281,female,s5,Português ,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Political Orientation,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:18:20 GMT+0200 (Central European Summer Time),1630257500905,NA,NA,0.8942,sentence_customized,1
3198,NA,NA,63,,Higher Degree,1630257554557,281,female,NA,Português ,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Sun Aug 29 2021 19:18:20 GMT+0200 (Central European Summer Time),1630257500905,NA,NA,0.8942,rating_choice,1
3198,NA,NA,63,,Higher Degree,1630257554557,281,female,5,Português ,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:18:20 GMT+0200 (Central European Summer Time),1630257500905, <br/><br/>60% of the other participants who agree with you on your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.8942,moral_dilemma_2A,1
3198,NA,NA,63,,Higher Degree,1630257554557,281,female,s1,Português ,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:18:20 GMT+0200 (Central European Summer Time),1630257500905,NA,NA,0.8942,understanding_choice,1
3198,,12178,63,,Higher Degree,1630257554557,281,female,NA,Português ,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Sun Aug 29 2021 19:18:20 GMT+0200 (Central European Summer Time),1630257500905,NA,NA,0.8942,emotions_fake,1
3111,NA,NA,,,,1630069812453,281,,s3,,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Fri Aug 27 2021 15:10:06 GMT+0200 (Central European Summer Time),1630069806605,NA,NA,0.09746666666666666,sentence_customized,1
3111,NA,NA,,,,1630069812453,281,,NA,,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+4,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Fri Aug 27 2021 15:10:06 GMT+0200 (Central European Summer Time),1630069806605,NA,NA,0.09746666666666666,rating_choice,1
3111,NA,NA,,,,1630069812453,281,,5,,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+2,NA,NA,NA,NA,NA,Fri Aug 27 2021 15:10:06 GMT+0200 (Central European Summer Time),1630069806605, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.09746666666666666,moral_dilemma_2A,1
3111,NA,NA,,,,1630069812453,281,,s1,,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Fri Aug 27 2021 15:10:06 GMT+0200 (Central European Summer Time),1630069806605,NA,NA,0.09746666666666666,understanding_choice,1
3111,,7495,,,,1630069812453,281,,NA,,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Fri Aug 27 2021 15:10:06 GMT+0200 (Central European Summer Time),1630069806605,NA,NA,0.09746666666666666,emotions_fake,1
3106,NA,NA,20,,Graduated High School,1630068872748,281,female,s4,German,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Abortion,NA,NA,NA,NA,NA,Fri Aug 27 2021 14:54:20 GMT+0200 (Mitteleuropäische Sommerzeit),1630068860257,NA,NA,0.20818333333333333,sentence_customized,1
3106,NA,NA,20,,Graduated High School,1630068872748,281,female,NA,German,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,-5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Fri Aug 27 2021 14:54:20 GMT+0200 (Mitteleuropäische Sommerzeit),1630068860257,NA,NA,0.20818333333333333,rating_choice,1
3106,NA,NA,20,,Graduated High School,1630068872748,281,female,3,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,-1,NA,NA,NA,NA,NA,Fri Aug 27 2021 14:54:20 GMT+0200 (Mitteleuropäische Sommerzeit),1630068860257, <br/><br/>60% of the other participants who agree with you on your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.20818333333333333,moral_dilemma_2A,1
3106,NA,NA,20,,Graduated High School,1630068872748,281,female,s1,German,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Fri Aug 27 2021 14:54:20 GMT+0200 (Mitteleuropäische Sommerzeit),1630068860257,NA,NA,0.20818333333333333,understanding_choice,1
3106,,4707,20,,Graduated High School,1630068872748,281,female,NA,German,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,4,NA,NA,NA,NA,NA,Fri Aug 27 2021 14:54:20 GMT+0200 (Mitteleuropäische Sommerzeit),1630068860257,NA,NA,0.20818333333333333,emotions_fake,1
3094,NA,NA,23,,Graduated College,1630067963627,281,male,s1,"English, Kannada",Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Animal Products,NA,NA,NA,NA,NA,Fri Aug 27 2021 08:38:36 GMT-0400 (Eastern Daylight Time),1630067916621,NA,NA,0.7834333333333333,sentence_customized,1
3094,NA,NA,23,,Graduated College,1630067963627,281,male,NA,"English, Kannada",NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+1,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Fri Aug 27 2021 08:38:36 GMT-0400 (Eastern Daylight Time),1630067916621,NA,NA,0.7834333333333333,rating_choice,1
3094,NA,NA,23,,Graduated College,1630067963627,281,male,6,"English, Kannada",NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Fri Aug 27 2021 08:38:36 GMT-0400 (Eastern Daylight Time),1630067916621, <br/><br/>Approximately 60% of the other participants who agree with you on  your chosen issue chose to report the robber. <br/><br/> Approximately 85% of participants in a previous study who disagreed with you on  your chosen issue chose to let the robber go.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.7834333333333333,moral_dilemma_2A,1
3094,NA,NA,23,,Graduated College,1630067963627,281,male,s1,"English, Kannada",Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Fri Aug 27 2021 08:38:36 GMT-0400 (Eastern Daylight Time),1630067916621,NA,NA,0.7834333333333333,understanding_choice,1
3094,,4423,23,,Graduated College,1630067963627,281,male,NA,"English, Kannada",NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,2,NA,NA,NA,NA,NA,Fri Aug 27 2021 08:38:36 GMT-0400 (Eastern Daylight Time),1630067916621,NA,NA,0.7834333333333333,emotions_fake,1
3072,NA,NA,22,,Graduated High School,1630057536092,281,divers,s2,German,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Protesting,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:45:01 GMT+0200 (Mitteleuropäische Sommerzeit),1630057501793,NA,NA,0.57165,sentence_customized,1
3072,NA,NA,22,,Graduated High School,1630057536092,281,divers,NA,German,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+2,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Fri Aug 27 2021 11:45:01 GMT+0200 (Mitteleuropäische Sommerzeit),1630057501793,NA,NA,0.57165,rating_choice,1
3072,NA,NA,22,,Graduated High School,1630057536092,281,divers,6,German,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:45:01 GMT+0200 (Mitteleuropäische Sommerzeit),1630057501793, <br/><br/>60% of the other participants who agree with you on your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.57165,moral_dilemma_2A,1
3072,NA,NA,22,,Graduated High School,1630057536092,281,divers,s1,German,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:45:01 GMT+0200 (Mitteleuropäische Sommerzeit),1630057501793,NA,NA,0.57165,understanding_choice,1
3072,,4557,22,,Graduated High School,1630057536092,281,divers,NA,German,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:45:01 GMT+0200 (Mitteleuropäische Sommerzeit),1630057501793,NA,NA,0.57165,emotions_fake,1
3069,NA,NA,27,,Graduated College,1630057152172,281,male,s3,german,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:38:17 GMT+0200 (Mitteleuropäische Sommerzeit),1630057097882,NA,NA,0.9048333333333334,sentence_customized,1
3069,NA,NA,27,,Graduated College,1630057152172,281,male,NA,german,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Agree,NA,+5,People should not buy or eat animal products,It is alright if political protesters use violence to enforce their demands,Everybody who is medically suited to receive a vaccination against Covid-19 should get such a vaccination,Abortion should be illegal,I am politically oriented towards the left,Fri Aug 27 2021 11:38:17 GMT+0200 (Mitteleuropäische Sommerzeit),1630057097882,NA,NA,0.9048333333333334,rating_choice,1
3069,NA,NA,27,,Graduated College,1630057152172,281,male,6,german,NA,NA,NA,NA,NA,Call the police and report the robbery.,"Nothing, and let the robber be on their way.",What do you do?,+3,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:38:17 GMT+0200 (Mitteleuropäische Sommerzeit),1630057097882, <br/><br/>60% of the other participants who agree with you on your chosen issue chose to report the robber.,"Imagine you have witnessed someone rob a bank. However, you then saw them do something unexpected with the money. They donated it all to a run-down orphanage that would benefit greatly from the money. You must decide whether to call the police and report the robber or do nothing and leave the robber alone.",0.9048333333333334,moral_dilemma_2A,1
3069,NA,NA,27,,Graduated College,1630057152172,281,male,s1,german,Participants chose which action they preferred.,"Due to a computer error, participants were not allocated equally to imagine performing the different actions.",No data was saved during the experiment.,The participants completed the experiment with their eyes closed.,I don't understand what is happening here.,NA,NA,"To ensure you understood the assignment, please click on which of the following statements is true.",Participants chose which action they preferred.,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:38:17 GMT+0200 (Mitteleuropäische Sommerzeit),1630057097882,NA,NA,0.9048333333333334,understanding_choice,1
3069,,3880,27,,Graduated College,1630057152172,281,male,NA,german,NA,NA,NA,NA,NA,happy,sad,How do you feel about your choice?,1,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:38:17 GMT+0200 (Mitteleuropäische Sommerzeit),1630057097882,NA,NA,0.9048333333333334,emotions_fake,1
3068,NA,NA,26,,Graduated High School,1630057013691,281,female,s3,German ,Animal Products,Protesting,Vaccine against Covid-19,Abortion,Political Orientation,NA,NA,Which out of these topics do you care about the most?,Vaccine against Covid-19,NA,NA,NA,NA,NA,Fri Aug 27 2021 11:36:01 GMT+0200 (CEST),1630056961974,NA,NA,0.86195,sentence_customized,1
